insurer_id,vehicle_type,min_idv,avg_idv,max_idv,risk_factor,tenure,addons
12,1,168551,381246.0,593941,5,2,1001
8,1,181590,532082.5,882575,4,2,1100
9,2,184547,414019.5,643492,2,1,1111
6,1,259462,544658.5,829855,2,1,0100
11,2,182925,552920.0,922915,3,1,0101
14,1,284060,467860.5,651661,3,2,1011
19,1,168507,581317.0,994127,2,3,0101
4,2,171554,545983.0,920412,2,2,1000
1,1,150769,457242.0,763715,1,2,1101
17,1,213722,533458.5,853195,3,2,1101
19,2,210216,441835.0,673454,3,2,0000
4,2,225868,563352.5,900837,5,1,0011
17,2,166438,428054.5,689671,2,1,1000
10,1,205351,510263.5,815176,4,3,1111
9,1,249631,378011.0,506391,4,2,0000
6,1,234898,493896.0,752894,3,2,1010
14,2,205035,523281.0,841527,1,2,0011
19,2,231714,585882.0,940050,2,2,0110
13,2,163597,377996.5,592396,1,3,1000
7,1,218377,550208.0,882039,2,3,1011
11,2,220289,444848.5,669408,5,1,0111
2,2,293629,592430.5,891232,5,2,0101
20,1,215786,596654.0,977522,4,1,0100
6,1,295510,618030.0,940550,3,2,0101
12,1,193304,596643.0,999982,2,1,0000
10,1,299455,484858.5,670262,5,1,1110
8,1,194272,490765.5,787259,1,3,1111
6,2,166655,530603.0,894551,3,2,1101
11,2,279715,560728.0,841741,4,1,1100
19,1,150610,402438.0,654266,3,3,0000
14,1,177850,354299.0,530748,1,1,0011
16,2,218116,448373.5,678631,1,1,1101
11,1,233757,383936.0,534115,3,2,1100
18,2,230585,586701.0,942817,3,1,1100
19,1,175020,441268.0,707516,2,1,1111
16,2,221208,549824.0,878440,4,1,0011
12,1,287118,611352.5,935587,3,3,0101
16,2,285817,487641.0,689465,1,1,0101
14,1,193226,585836.5,978447,3,1,1100
16,2,288615,563975.5,839336,5,1,0100
4,1,265824,513971.0,762118,5,3,0100
12,2,267773,440580.0,613387,3,1,1101
12,2,190878,517211.5,843545,2,2,0111
18,1,298890,528867.5,758845,3,2,0010
12,1,195430,493142.5,790855,5,1,1100
15,2,175854,514472.5,853091,2,2,0010
14,2,282975,451303.5,619632,4,1,0110
5,1,191213,448748.0,706283,2,2,0100
7,2,261417,542220.0,823023,3,3,0001
12,1,199633,571820.0,944007,3,3,1100
15,2,257402,446573.5,635745,2,2,0011
19,1,292026,508748.0,725470,1,1,1101
11,1,218919,578183.5,937448,4,2,1001
13,1,292367,586628.0,880889,1,1,0101
20,1,244992,572926.0,900860,3,1,0100
5,2,200978,400424.5,599871,5,3,0100
19,2,292525,632946.0,973367,5,3,1101
13,1,293730,438966.0,584202,2,1,1000
7,1,287215,627933.5,968652,3,3,0100
9,2,211030,377550.5,544071,1,2,0100
20,1,180106,428696.5,677287,5,2,0011
19,1,167745,464007.0,760269,5,2,1000
3,2,279473,620637.5,961802,4,2,0010
20,1,170812,376455.5,582099,3,1,1000
9,1,258287,452671.5,647056,5,3,0010
16,2,292267,411465.0,530663,2,3,1001
1,2,152318,422419.5,692521,4,3,1110
7,2,182393,405985.5,629578,2,2,0111
4,1,213959,449316.5,684674,2,1,1000
10,2,234758,568001.5,901245,2,1,1110
2,2,268239,471161.5,674084,1,3,1011
9,2,222964,566893.5,910823,1,2,1101
20,1,298733,536374.0,774015,1,1,0110
20,2,175967,441984.5,708002,2,1,0011
19,1,212988,511441.0,809894,1,2,0110
4,2,189781,387972.0,586163,3,2,0110
13,1,169856,467095.5,764335,5,1,0110
17,2,299198,574392.0,849586,1,2,1101
14,1,237662,570505.0,903348,2,2,1111
4,1,176665,340102.0,503539,1,1,0011
8,1,250010,421067.0,592124,1,2,0100
17,1,297422,586783.0,876144,4,2,0101
15,2,163390,374998.0,586606,3,1,0011
9,1,223365,490932.5,758500,5,3,0111
3,2,257779,516886.5,775994,5,3,0010
11,1,199579,578348.5,957118,4,1,1110
8,2,297150,400880.0,504610,3,3,0101
11,2,263913,547524.5,831136,3,3,0111
13,2,157013,508748.5,860484,3,1,0111
2,2,189744,473963.5,758183,1,1,1110
2,1,251178,486318.0,721458,3,3,0011
18,1,297910,580288.0,862666,3,1,0010
13,1,258398,431671.0,604944,2,2,0010
17,1,245054,442240.0,639426,1,2,0100
9,1,285197,589032.0,892867,3,3,1010
3,1,171585,374414.5,577244,2,2,1100
3,1,268106,492500.0,716894,3,3,1010
10,2,150351,378514.5,606678,1,2,0000
13,2,165089,574685.0,984281,2,1,1000
6,1,277084,485089.0,693094,5,3,1000
18,1,170408,374902.0,579396,2,2,1001
8,2,290837,555326.5,819816,2,2,1010
8,1,179796,555044.0,930292,4,1,1010
6,1,277624,430248.5,582873,5,1,0000
7,1,299891,458992.0,618093,4,3,1111
1,2,285428,638212.5,990997,2,3,1000
3,2,276430,572524.0,868618,2,2,0010
18,1,246405,408218.0,570031,1,3,0001
11,2,281398,630344.0,979290,4,2,0010
20,1,242175,525559.0,808943,4,1,1110
13,2,235192,463246.5,691301,4,1,1001
16,2,180031,433943.0,687855,4,2,1100
3,2,256320,489477.0,722634,3,3,0101
10,2,259207,546463.5,833720,4,1,0101
16,1,216948,473830.5,730713,3,3,1100
15,1,290888,601320.0,911752,4,1,0101
20,2,172089,573776.5,975464,5,3,1100
16,2,219561,597193.0,974825,2,1,0110
15,1,284080,531076.0,778072,5,2,0110
15,1,151926,373593.0,595260,3,2,0000
5,1,257124,390227.0,523330,2,2,0110
4,1,228501,598706.0,968911,4,1,1111
14,1,220421,552213.0,884005,4,2,1111
1,2,280065,585611.5,891158,5,1,1010
4,1,271658,588504.5,905351,2,1,0100
5,1,174287,409722.0,645157,4,2,0111
4,1,221193,441774.5,662356,2,2,1000
11,1,201218,586054.5,970891,2,1,0000
4,2,178294,517503.0,856712,1,3,0110
6,2,277027,617225.5,957424,2,2,0001
3,2,208250,492904.5,777559,2,2,1001
9,1,191901,501971.0,812041,5,2,0110
13,2,296664,529361.5,762059,5,2,1110
16,1,288778,627679.0,966580,1,2,1000
18,1,281648,563065.5,844483,5,1,1011
20,1,210362,489629.0,768896,5,3,0010
9,2,191280,459370.5,727461,4,1,0011
8,2,259828,481282.5,702737,5,2,1010
2,2,299990,621341.0,942692,4,3,0110
3,1,295783,566764.0,837745,4,1,1010
4,1,210840,545632.0,880424,3,1,1100
20,1,171301,533291.5,895282,3,1,0100
2,2,225513,401731.0,577949,1,2,0010
7,2,222438,489216.5,755995,2,2,1010
10,1,155982,463087.0,770192,3,1,1001
8,1,277524,491686.5,705849,1,3,0101
5,1,183243,534281.5,885320,2,3,0011
1,2,227184,516941.5,806699,4,2,1011
11,2,164009,390714.0,617419,1,2,1000
20,1,227040,485928.0,744816,2,3,1011
4,2,268049,568634.5,869220,3,1,1111
20,1,235163,389983.0,544803,4,2,0110
2,2,269870,481172.0,692474,5,2,0010
6,1,268655,451656.5,634658,3,2,0100
13,2,160858,509795.5,858733,5,2,1100
4,2,190840,358745.0,526650,4,2,1100
15,2,153613,458159.0,762705,3,2,0111
1,2,269971,520579.5,771188,2,2,0001
2,1,249276,579471.0,909666,1,2,1110
6,1,151405,435093.0,718781,4,3,0111
12,2,190902,519896.0,848890,2,2,0111
9,2,166449,404519.0,642589,3,3,1011
4,1,186656,489512.5,792369,1,3,0000
3,2,216919,465107.5,713296,5,2,1110
4,2,299473,633427.0,967381,1,2,0001
2,1,224453,477211.5,729970,2,2,1100
7,2,242106,410500.5,578895,3,2,0010
20,1,176551,521487.5,866424,1,1,0110
16,2,226315,391141.5,555968,4,1,0001
5,2,296214,567026.5,837839,1,3,0111
20,1,277505,392033.5,506562,2,3,0101
5,1,170602,509642.0,848682,3,2,0100
3,1,246099,445659.0,645219,4,1,0101
4,2,206900,597932.0,988964,4,2,1100
11,2,275940,465053.0,654166,3,2,1011
1,1,166347,529490.5,892634,4,1,1000
6,2,211943,430617.5,649292,4,2,0100
20,1,222437,542196.0,861955,5,1,0001
13,1,277672,392670.5,507669,3,2,1110
15,1,284886,513817.0,742748,2,2,0011
9,2,194685,570034.0,945383,5,2,0100
16,1,253399,395603.5,537808,2,1,1001
6,1,292984,586671.0,880358,5,2,1101
18,2,176468,372273.0,568078,2,1,0010
19,1,232469,542862.5,853256,1,3,0001
6,2,268780,555515.0,842250,2,1,0010
1,2,201448,458964.5,716481,2,1,0101
6,2,150865,426819.5,702774,5,3,1011
9,1,151116,366413.0,581710,4,3,0101
13,1,166674,374000.0,581326,5,2,1000
3,1,253926,409834.5,565743,3,2,1010
6,1,175240,423176.0,671112,3,2,0111
1,1,205561,591106.5,976652,3,3,1100
7,2,290805,408540.0,526275,5,3,0010
8,1,179060,528946.0,878832,1,2,1000
18,2,279722,575764.0,871806,2,1,1000
7,1,269426,580764.5,892103,2,3,0100
11,1,211767,477007.5,742248,4,1,0011
20,1,254089,411531.0,568973,1,3,0101
6,1,192072,464114.5,736157,4,1,0110
8,2,155181,407792.0,660403,4,1,0100
6,2,243283,441502.0,639721,3,3,0001
20,2,241517,509697.5,777878,5,2,1101
3,2,163525,570409.5,977294,1,2,0110
5,1,168250,522568.5,876887,3,3,1011
8,1,178295,577089.5,975884,4,1,1001
2,1,165497,577044.5,988592,1,3,0101
16,1,277123,479828.0,682533,3,3,0011
11,1,284857,465846.5,646836,5,3,0100
7,2,278541,472945.5,667350,4,2,0001
1,2,185299,418233.5,651168,2,3,0100
12,2,208930,537529.0,866128,4,2,0001
9,1,261627,457403.5,653180,5,3,1101
13,2,177945,408732.5,639520,1,1,1000
20,1,269847,415113.0,560379,5,2,0111
20,1,166183,457764.5,749346,5,3,0111
14,1,160024,458325.5,756627,5,1,0100
11,1,261110,383014.0,504918,3,1,1100
6,1,178492,413692.0,648892,5,2,0000
3,1,168448,470657.5,772867,2,2,1111
13,2,207714,458335.5,708957,1,3,1010
12,1,292792,583050.0,873308,5,1,1010
1,1,163892,547018.0,930144,1,1,1101
6,2,154546,461121.0,767696,4,2,1010
16,2,195666,491824.5,787983,5,3,0010
18,2,218878,526529.0,834180,5,2,1001
6,1,260083,503949.0,747815,1,3,1011
5,2,286254,396764.0,507274,4,2,1110
2,1,249961,466821.5,683682,1,2,0011
18,2,272655,480807.0,688959,1,3,1111
19,1,233070,454594.0,676118,3,2,0100
8,1,164576,443665.5,722755,3,3,0100
8,2,274055,440541.0,607027,3,3,1001
1,1,227822,415514.5,603207,5,1,0111
6,2,254280,559520.0,864760,4,1,0100
6,1,263634,627905.0,992176,1,1,1001
6,2,216829,492720.0,768611,4,3,0101
6,2,231522,503253.5,774985,2,2,1010
15,1,213936,364753.0,515570,1,3,1001
19,2,279969,601581.0,923193,3,3,1101
5,1,271744,633145.5,994547,3,3,0110
10,2,239320,463261.5,687203,2,2,1111
18,2,241021,568605.5,896190,3,1,0001
14,2,191978,347600.5,503223,4,2,0001
11,1,251722,531276.5,810831,1,3,1111
20,1,262326,526750.5,791175,5,2,0101
11,2,244855,582447.0,920039,5,2,1010
1,1,221888,548892.0,875896,3,3,1110
14,1,197978,409806.5,621635,2,1,0011
12,2,233121,543678.5,854236,5,1,0011
19,1,176809,534059.5,891310,3,2,1110
14,2,219789,552768.0,885747,2,3,0010
2,1,161165,478253.5,795342,4,1,0000
4,1,280554,408277.0,536000,4,2,0111
20,1,235226,574839.0,914452,4,3,0110
20,1,200222,410469.5,620717,3,1,0100
9,1,225647,590272.5,954898,4,2,0101
6,2,211089,449898.5,688708,5,2,0001
10,2,299583,467900.5,636218,2,1,0000
15,1,190484,521859.5,853235,4,1,0011
19,1,189802,561058.5,932315,2,1,1010
4,1,256869,580676.0,904483,2,3,1010
3,2,261310,403203.5,545097,2,3,1011
9,2,247838,382086.0,516334,3,3,0110
18,2,290305,531621.0,772937,4,2,1010
15,2,159077,398988.5,638900,3,1,1110
8,1,259887,452344.5,644802,1,2,0010
7,1,199373,580384.5,961396,5,3,0000
16,1,217825,555524.5,893224,5,2,1101
7,2,227032,486073.5,745115,2,2,1011
18,1,176126,357114.0,538102,4,2,1010
19,1,164894,552884.0,940874,4,3,0011
13,2,222532,608015.5,993499,2,3,1001
6,2,280396,564110.0,847824,2,1,0000
7,2,232715,424322.5,615930,2,2,0111
9,2,249937,624410.0,998883,1,2,1100
20,2,274538,457841.5,641145,5,1,1001
6,1,163178,515759.0,868340,3,1,1000
16,1,163678,431667.5,699657,2,3,0011
19,2,279461,461424.0,643387,5,1,0110
14,1,180181,461304.0,742427,1,2,1000
3,2,274269,491965.0,709661,5,2,1110
16,2,150791,389112.5,627434,3,3,0110
9,2,161903,560740.0,959577,3,1,0000
20,2,189334,503708.0,818082,3,2,1011
15,2,164893,444506.0,724119,4,2,1010
1,1,250413,539013.5,827614,2,2,0001
10,2,198136,506114.0,814092,1,1,1010
10,1,205374,588952.0,972530,1,3,0011
4,2,238370,534220.0,830070,2,2,0011
15,1,246547,452686.5,658826,2,1,0101
20,2,178400,454678.5,730957,5,3,0010
10,1,164447,540856.5,917266,1,3,1011
11,2,295990,638726.5,981463,3,2,1111
13,2,154341,526459.5,898578,5,2,1001
2,1,152777,449318.5,745860,2,3,1100
13,2,238739,585193.0,931647,4,1,1100
18,1,195596,424289.0,652982,1,2,1100
4,2,252753,537292.5,821832,4,1,0110
19,1,222531,368201.0,513871,1,3,1001
12,2,248662,597226.5,945791,5,2,1001
16,1,202860,391023.0,579186,3,1,1010
14,2,170567,446312.0,722057,1,3,1011
12,1,190518,541014.5,891511,1,2,0101
5,2,152687,359154.5,565622,1,3,0101
12,1,298203,493883.0,689563,1,3,1101
3,1,230578,595594.5,960611,5,2,0101
2,1,261645,425435.5,589226,4,3,0111
16,1,232391,561281.5,890172,5,2,0000
13,1,284559,461743.5,638928,1,1,1000
5,2,231647,391260.0,550873,3,2,0000
11,1,180046,546891.5,913737,1,3,0001
11,1,182078,364429.5,546781,3,1,0000
18,2,233043,377023.5,521004,5,1,1001
4,1,199353,597220.5,995088,4,2,1001
12,2,271047,415953.0,560859,3,3,0111
20,1,287750,422349.5,556949,5,2,1111
7,1,181083,520497.5,859912,5,2,1000
5,1,238914,541821.5,844729,3,1,1110
12,1,172098,429186.5,686275,4,1,1110
16,1,231463,557190.0,882917,3,2,0110
19,1,234995,456247.0,677499,2,3,0110
13,1,197601,373254.0,548907,3,2,0110
1,2,206229,564771.5,923314,2,3,0001
16,2,166822,542806.5,918791,4,2,1110
11,2,279122,462118.0,645114,5,1,0110
6,1,201863,494467.0,787071,1,2,0001
2,2,157831,574446.0,991061,1,1,0101
20,2,290896,472725.5,654555,1,3,0011
14,2,264993,621249.5,977506,4,2,1101
5,1,154542,388797.0,623052,1,3,1110
16,2,254139,435793.5,617448,4,3,0100
13,2,261315,570446.5,879578,2,2,0010
19,2,280608,412922.0,545236,3,3,1110
6,1,239369,425540.5,611712,5,1,0010
6,1,184362,364675.5,544989,3,2,0011
6,1,164347,387008.0,609669,4,2,1111
7,2,224386,599674.0,974962,4,3,1001
8,2,292917,512734.5,732552,5,2,1010
15,1,189159,518432.5,847706,3,2,1111
13,1,294860,619716.0,944572,5,2,0110
9,1,197754,393902.5,590051,2,2,1010
6,1,262710,572907.5,883105,4,3,1010
10,1,160296,422367.5,684439,1,1,1100
15,2,297274,632345.5,967417,4,1,0010
18,1,276231,579410.5,882590,4,1,0110
14,1,185780,478112.5,770445,1,2,1001
16,1,244673,597504.0,950335,1,2,0111
14,2,262608,567595.5,872583,2,1,0001
11,2,198048,565600.0,933152,5,3,1100
20,2,241071,490539.0,740007,3,3,1010
5,2,187549,520952.0,854355,5,2,1110
18,1,255811,433826.5,611842,5,3,0101
17,2,167307,516329.5,865352,1,2,0000
19,1,168164,493526.0,818888,3,1,0000
11,1,156466,497944.0,839422,3,3,1001
19,2,185677,496947.0,808217,4,2,0011
9,1,213747,537839.0,861931,3,2,1010
2,2,237442,459724.0,682006,1,2,1101
16,1,193996,357259.5,520523,4,1,1001
3,1,156086,421135.5,686185,3,1,0100
3,1,245556,383103.5,520651,5,3,1100
17,2,186890,538346.5,889803,4,3,0010
8,2,192130,466435.0,740740,4,3,1000
3,2,159207,447773.0,736339,4,1,0000
15,2,183132,566544.0,949956,4,3,1100
6,1,178822,480709.5,782597,3,3,0000
7,1,278757,409999.5,541242,1,2,0111
4,1,289213,604937.0,920661,1,2,1100
2,1,241621,610661.0,979701,4,1,1100
18,2,257665,578564.5,899464,5,3,0101
12,2,269636,522865.5,776095,4,1,1001
7,1,219678,572954.5,926231,5,3,0001
19,2,268768,511408.0,754048,3,3,0000
15,1,198543,396548.0,594553,5,3,1011
1,1,231144,566943.0,902742,5,2,1110
9,2,244179,521685.0,799191,5,1,0110
17,2,202916,370102.5,537289,4,2,1110
19,1,228250,491518.0,754786,3,3,0010
6,2,207353,565583.5,923814,1,3,0011
6,1,271257,448020.0,624783,5,3,0110
12,2,190857,496394.5,801932,2,2,1001
2,2,240082,477243.5,714405,4,3,1100
11,2,253404,592744.5,932085,3,1,1101
15,2,156311,471077.0,785843,5,1,1011
20,2,227721,459513.0,691305,2,2,1101
15,1,198405,598371.5,998338,2,1,1000
15,2,284940,572421.0,859902,5,3,1110
4,1,268014,535740.5,803467,1,1,1110
7,2,203942,447771.0,691600,3,1,0101
3,2,265586,407015.0,548444,1,3,0000
16,2,244630,392664.5,540699,2,3,0001
16,2,225181,418372.0,611563,3,3,0010
2,1,240737,423801.0,606865,1,3,1110
15,2,164009,467391.0,770773,2,2,1110
5,2,212352,370832.5,529313,4,1,0011
11,2,171864,387988.0,604112,4,3,1000
20,2,273453,471972.0,670491,5,2,1010
4,2,216755,481812.0,746869,2,1,0110
2,1,269842,479164.0,688486,3,3,0100
9,1,261511,433947.0,606383,5,1,1111
6,2,270981,519199.0,767417,2,3,0110
6,1,200532,532544.0,864556,1,1,1110
1,1,203210,541551.5,879893,3,3,0010
3,2,282205,487110.5,692016,3,1,0101
15,1,213079,562634.0,912189,3,2,1111
8,2,173402,346027.5,518653,1,1,1010
19,1,169357,506404.0,843451,2,1,0000
4,2,256167,574526.0,892885,5,2,0001
4,1,284031,611939.5,939848,4,3,0010
5,1,239368,596805.5,954243,5,1,0101
9,1,191384,367469.5,543555,3,1,0000
15,1,246053,600162.0,954271,1,1,0100
20,2,284630,598764.5,912899,5,2,1011
18,1,199184,450658.5,702133,5,2,0100
4,2,253805,397038.0,540271,4,1,1101
16,1,178549,461401.0,744253,3,1,1001
4,1,186512,497015.5,807519,2,1,0011
1,1,290302,588729.5,887157,2,1,1000
18,2,176463,550183.0,923903,2,1,0000
3,1,225618,610791.0,995964,1,2,1010
4,2,298332,451107.0,603882,3,1,1010
17,1,180195,379916.5,579638,3,1,1000
3,2,263344,610150.0,956956,2,2,1101
20,2,276473,623513.5,970554,2,3,0101
8,2,259516,496416.5,733317,4,3,0100
6,1,292908,472704.0,652500,2,3,1011
2,2,248165,552832.5,857500,3,3,1011
9,1,155046,489741.5,824437,1,3,1010
17,1,285014,597088.0,909162,1,3,0001
4,2,243370,530413.5,817457,2,3,0111
16,2,168688,571545.0,974402,1,3,0100
18,2,259380,422910.0,586440,4,2,1001
15,2,184528,554183.0,923838,5,1,1010
10,1,202334,374270.5,546207,2,2,0111
20,2,216228,393169.0,570110,5,2,0011
1,2,197256,369953.5,542651,4,2,1100
20,2,158202,330978.5,503755,2,2,1001
10,2,286108,414247.0,542386,2,2,0011
15,1,286793,606270.5,925748,5,2,0001
8,1,176669,541583.5,906498,3,2,1110
11,1,226424,424940.0,623456,2,3,1100
7,2,157908,527689.5,897471,4,1,1100
11,1,251877,597490.0,943103,1,3,1100
10,2,154450,462770.0,771090,2,1,1111
18,2,207038,594261.5,981485,4,2,0110
4,1,265844,611449.0,957054,5,3,0000
10,2,221466,409983.0,598500,4,2,0101
3,2,275483,544244.5,813006,2,2,1010
19,2,160822,402611.5,644401,1,2,1010
13,1,193991,428050.0,662109,4,2,0110
1,1,247744,606303.0,964862,3,3,0111
9,1,194802,439356.0,683910,5,1,1011
14,1,262480,594697.5,926915,5,3,0100
13,1,241782,460804.5,679827,2,3,1100
17,1,171310,443541.0,715772,5,2,1101
12,1,228515,439322.0,650129,2,1,0111
4,1,219470,522825.5,826181,3,3,0000
6,2,231911,592067.0,952223,2,3,1110
9,1,237481,612870.5,988260,3,1,0011
13,1,272683,442065.5,611448,1,3,0010
13,1,169109,342974.0,516839,3,3,1100
4,1,191444,392814.0,594184,1,1,0110
3,2,256391,493102.5,729814,4,2,0010
10,1,206402,497752.5,789103,1,3,0100
8,2,289966,424415.0,558864,2,3,1100
8,1,270791,389218.5,507646,1,1,1011
9,2,218451,397805.5,577160,2,2,0010
3,1,187653,507503.0,827353,4,2,0011
3,1,281341,395084.0,508827,2,3,0010
10,2,284430,402089.0,519748,1,2,1001
3,2,184992,375369.5,565747,4,1,0010
19,2,155279,404262.5,653246,4,3,0011
15,1,220786,388088.5,555391,3,3,0101
3,2,230633,512025.0,793417,4,2,0110
15,2,196649,594246.0,991843,4,1,1111
14,1,229819,591591.5,953364,5,3,1011
11,1,225798,374148.5,522499,3,1,0000
10,2,196174,526626.0,857078,5,1,0110
5,1,201741,420556.0,639371,2,2,1000
6,2,280480,482519.0,684558,3,1,1000
12,1,251279,529429.5,807580,5,2,0100
1,1,167693,433667.5,699642,4,1,0010
8,1,281074,630437.5,979801,3,2,1010
19,1,208298,539171.5,870045,3,2,0101
15,2,226840,610444.5,994049,1,3,0011
9,1,203917,569872.0,935827,4,3,0101
7,1,177779,432589.5,687400,3,3,0100
8,1,178081,391536.0,604991,4,3,1101
11,1,200944,576212.0,951480,1,2,1101
3,2,158895,463928.5,768962,2,3,0011
15,1,229493,502975.0,776457,5,1,0000
1,2,202301,597952.0,993603,4,2,1100
20,2,151644,439537.0,727430,4,3,0000
6,2,266672,568920.0,871168,5,2,1100
15,1,210139,579710.5,949282,3,3,0111
7,1,258840,555020.0,851200,5,2,0010
3,1,249836,576916.0,903996,2,3,1011
15,2,261386,553514.5,845643,4,2,0110
5,2,294738,596424.0,898110,3,3,0001
2,2,229467,518427.0,807387,2,2,1110
7,2,250266,538292.0,826318,1,3,1111
12,1,237034,394875.5,552717,4,2,0001
18,2,261617,567973.0,874329,2,2,1111
10,2,249946,584493.0,919040,5,3,1101
6,2,274794,533827.5,792861,4,3,1000
5,1,232885,503620.5,774356,3,1,1011
9,1,239716,467340.5,694965,3,2,1110
15,1,237731,552333.0,866935,4,1,1000
17,1,227953,499410.5,770868,3,3,0100
6,2,249527,476089.5,702652,3,2,1110
5,2,176821,537071.0,897321,1,1,1001
10,2,217781,371478.0,525175,5,3,0111
5,1,185605,403722.5,621840,3,2,0101
11,2,190694,527584.0,864474,5,2,1100
9,2,263937,395167.0,526397,5,3,1001
11,2,184407,478770.5,773134,5,1,0000
7,1,289622,446340.5,603059,3,1,1100
20,2,158273,412720.5,667168,5,3,1001
18,1,248441,485354.0,722267,4,2,1000
14,1,292021,437904.0,583787,1,1,1111
6,2,169822,377952.0,586082,4,2,0000
10,2,204102,382161.5,560221,1,3,1111
8,2,205096,585474.5,965853,5,2,1100
2,1,239789,451756.5,663724,5,2,1000
19,1,197879,484574.0,771269,1,1,0101
6,1,298235,570777.5,843320,1,2,1101
18,1,197146,407635.5,618125,4,1,0001
3,2,249401,419321.0,589241,2,2,0011
12,2,240513,538288.0,836063,5,3,0111
15,1,238088,492779.5,747471,4,2,0011
13,1,269012,394026.5,519041,5,2,0011
14,1,238698,402883.0,567068,5,1,1010
4,2,150562,425015.0,699468,4,3,0101
11,2,225956,392129.0,558302,2,1,1010
19,2,240173,428034.5,615896,2,3,0000
16,2,181197,483976.5,786756,3,3,0010
11,1,261788,610775.0,959762,4,3,0000
11,1,187343,496717.0,806091,1,2,0111
17,1,275586,466441.0,657296,1,3,0011
4,2,257231,404671.0,552111,4,3,1011
12,2,166483,336184.0,505885,3,3,1001
20,1,235403,412469.5,589536,1,2,0100
9,1,227998,490016.5,752035,1,3,1011
2,2,203388,497150.0,790912,4,1,1010
3,1,248140,459387.5,670635,4,3,1001
11,1,172352,560607.5,948863,1,3,0010
1,2,256803,453051.5,649300,5,1,0011
9,1,214194,561205.5,908217,4,3,1111
5,1,293634,487789.0,681944,2,1,1100
11,2,277090,600859.0,924628,4,2,1000
8,1,203043,477901.0,752759,1,1,1001
3,1,204137,372880.5,541624,4,3,1000
19,1,199092,577302.5,955513,4,2,1100
11,2,232347,477213.0,722079,4,2,1101
3,1,261221,444327.0,627433,3,1,1111
2,2,166956,361613.5,556271,3,2,0101
3,1,179170,520548.5,861927,2,2,0100
6,1,290372,418793.0,547214,4,2,0101
15,2,185108,381652.5,578197,1,3,1011
6,1,274817,518591.0,762365,4,1,0111
7,2,156425,537148.0,917871,1,3,0110
15,2,257430,402235.0,547040,1,2,0111
11,2,222892,532217.5,841543,5,1,0100
8,2,248311,469299.5,690288,1,1,0000
19,1,278690,595194.5,911699,4,1,1000
19,1,197988,597030.0,996072,4,2,1111
15,2,293645,614889.5,936134,4,2,1111
18,2,258638,450563.0,642488,3,3,0011
2,2,214925,590196.0,965467,4,2,0101
4,1,234513,398966.0,563419,1,3,1010
2,2,262792,535741.0,808690,2,1,0100
8,1,203447,599095.0,994743,2,1,1011
16,2,177528,483513.0,789498,2,3,1110
16,2,181347,350626.5,519906,1,1,1011
11,2,183002,531795.0,880588,5,3,1001
17,1,233577,561545.5,889514,3,1,0011
5,1,290646,460027.0,629408,1,2,0101
9,2,294981,454161.0,613341,5,1,0011
19,2,272941,406155.5,539370,2,3,1111
19,1,297361,399078.5,500796,2,2,0100
1,2,200057,493562.0,787067,4,2,0011
8,1,248297,597291.5,946286,3,2,1101
13,1,184244,569355.5,954467,3,2,1111
18,2,193210,431324.0,669438,4,3,1000
10,1,203492,428277.5,653063,3,2,1001
4,1,226709,459962.5,693216,1,2,0111
17,1,215929,571344.0,926759,2,3,1011
4,2,211068,575987.0,940906,3,2,1001
4,2,196987,472196.5,747406,4,3,0110
19,2,255676,485195.0,714714,4,3,0101
14,1,260596,572879.5,885163,4,2,0011
3,1,273296,544913.5,816531,4,2,1101
20,2,203304,457604.0,711904,2,1,1011
5,2,209036,538665.0,868294,1,2,0000
5,2,180027,470112.5,760198,5,3,1111
7,2,244387,552522.5,860658,5,1,1011
8,2,234121,615003.0,995885,5,2,1110
6,1,272745,485788.0,698831,2,1,0100
9,2,162483,447120.5,731758,3,1,0000
14,1,193455,483796.0,774137,3,2,0000
1,1,254682,578097.5,901513,1,1,1111
11,1,181539,532317.0,883095,2,3,1101
9,2,257647,474563.0,691479,2,2,1011
17,2,263749,421018.0,578287,4,3,1010
4,2,190238,469367.5,748497,2,3,0011
1,2,154777,341474.5,528172,1,3,0110
15,2,223899,568753.5,913608,3,1,1100
14,1,266137,384447.5,502758,5,3,0110
9,1,199952,486382.5,772813,1,1,1010
16,2,160449,557483.0,954517,5,3,0101
11,1,160602,576981.5,993361,4,1,1001
20,2,283407,523200.5,762994,4,2,1011
15,1,263840,430151.5,596463,4,2,0010
15,1,154114,397175.5,640237,5,1,0110
20,1,279251,557768.0,836285,5,3,1010
3,2,160431,511843.0,863255,1,1,1100
14,2,210059,529858.0,849657,4,2,0110
8,2,162639,427469.5,692300,4,1,0110
18,2,212730,368240.5,523751,1,3,0000
7,1,189469,380884.5,572300,1,2,1101
1,1,243167,540123.0,837079,1,3,0101
8,2,255607,426034.0,596461,5,1,1011
1,1,279046,496994.5,714943,2,1,1011
1,2,282022,608275.0,934528,1,1,1111
6,1,167936,454635.0,741334,3,3,0110
19,1,294926,641818.5,988711,3,1,0011
4,1,160777,400831.5,640886,3,2,0110
4,1,238065,457619.5,677174,4,3,0101
3,2,223416,567882.5,912349,3,2,1011
18,2,252618,489371.5,726125,2,1,0010
15,2,248631,544656.0,840681,1,2,0011
2,2,193070,452650.0,712230,5,2,0101
19,1,299909,519592.5,739276,2,3,0001
